,1-4 family residential loans,Allowance for loan losses,AsOfDate,Available-for-sale Fair Value,Commercial and industrial loans,Credit cards,Net Income before,Number of full-time employees,Other real estate loans,Target,Total assets,Total equity capital,Total loans,Total noninterest expense,Total nontransaction deposits,Total transaction deposits
747743,3726.0,501.0,,7478.0,3351.0,0.0,1036.0,14.0,12013.0,,59082.0,5889,44433.0,1461.0,34684.0,17148.0
747846,10343.0,1018.0,,14610.0,9896.0,0.0,397.0,31.0,32191.0,,93237.0,8934,60183.0,2350.0,58480.0,23879.0
748254,21328.0,2452.0,,37909.0,39737.0,0.0,-2607.0,61.0,67332.0,,240769.0,13857,135240.0,6588.0,131369.0,78364.0
748357,2715.0,450.0,,0.0,394.0,0.0,-208.0,7.0,1718.0,,23974.0,3139,5927.0,463.0,10753.0,9363.0
748441,18272.0,1872.0,,76119.0,2801.0,0.0,1447.0,42.0,27501.0,,134771.0,21395,55960.0,2177.0,77879.0,33289.0
748964,32682.0,776.0,,67191.0,9885.0,0.0,1356.0,63.0,40521.0,,216628.0,24846,88199.0,4647.0,87812.0,102972.0
749242,749917.0,48532.0,,453938.0,250700.0,0.0,21115.0,1005.0,1501801.0,,4130969.0,551961,2577539.0,107372.0,2691797.0,654846.0
749635,96667.0,6340.0,,283070.0,52615.0,0.0,4625.0,152.0,201934.0,,765201.0,70857,369983.0,12262.0,568732.0,42378.0
749840,5478.0,381.0,,0.0,2973.0,0.0,153.0,9.0,2255.0,,29540.0,3330,15759.0,480.0,18950.0,7245.0
749943,31605.0,726.0,,47510.0,10513.0,0.0,971.0,32.0,19074.0,,152011.0,13633,93520.0,2443.0,115172.0,22560.0
749952,9112.0,358.0,,6594.0,33490.0,0.0,727.0,21.0,13027.0,,75979.0,6404,58975.0,1414.0,49405.0,20082.0
750051,27512.0,4772.0,,78359.0,24189.0,0.0,797.0,47.0,75180.0,,252070.0,18891,135258.0,6054.0,160675.0,71437.0
750127,74313.0,4221.0,,8054.0,22728.0,0.0,-912.0,67.0,95141.0,,247847.0,24492,205031.0,5082.0,140286.0,57902.0
750154,27430.0,2040.0,,54598.0,46016.0,0.0,1500.0,60.0,40386.0,,231177.0,19584,150204.0,4732.0,160414.0,49094.0
750239,141340.0,8593.0,,641058.0,79402.0,0.0,9526.0,180.0,76434.0,,1143102.0,119621,417953.0,17299.0,896730.0,90771.0
750341,78672.0,2536.0,,47675.0,6410.0,0.0,937.0,83.0,32772.0,,252470.0,24054,137039.0,5834.0,198465.0,16012.0
750444,8039.0,548.0,,3539.0,5642.0,0.0,-427.0,17.0,10237.0,,53240.0,3825,37751.0,1212.0,39364.0,9830.0
750846,5574.0,1121.0,,13051.0,8464.0,0.0,525.0,14.0,10289.0,,82631.0,8764,49338.0,1240.0,56219.0,17405.0
750864,,,,,,,,,,,,282313,,,,
751254,21460.0,1828.0,,31017.0,7657.0,15.0,333.0,37.0,31873.0,,131702.0,9859,76894.0,3350.0,74263.0,31210.0
751656,248729.0,16581.0,,389116.0,125878.0,0.0,7941.0,323.0,337719.0,,1393465.0,186402,813231.0,34000.0,1091843.0,61648.0
751759,41053.0,16517.0,,436584.0,105038.0,0.0,7126.0,222.0,364875.0,,1100305.0,134016,554603.0,22048.0,629256.0,243283.0
751852,12510.0,3531.0,,1445.0,29163.0,0.0,22.0,73.0,67282.0,,158835.0,22951,115278.0,6551.0,66611.0,57946.0
751955,990.0,440.0,,17033.0,8193.0,153.0,152.0,11.0,5624.0,,45594.0,5460,22380.0,886.0,25189.0,14402.0
752644,46439.0,1912.0,,49589.0,16269.0,348.0,1304.0,60.0,49908.0,,200056.0,19705,124775.0,4348.0,113862.0,64788.0
752653,20643.0,1787.0,,49068.0,23239.0,0.0,2478.0,73.0,43391.0,,221665.0,23962,113782.0,6142.0,101972.0,93948.0
752831,34777.0,2526.0,,40595.0,7484.0,0.0,362.0,52.0,87906.0,,213946.0,27675,138449.0,4137.0,117467.0,57437.0
753052,6612.0,235.0,,11305.0,2651.0,0.0,510.0,9.0,8204.0,,38144.0,5156,22798.0,668.0,21183.0,11728.0
753324,210402.0,7892.0,,114862.0,27747.0,0.0,3688.0,160.0,149307.0,,564951.0,58845,402874.0,13380.0,401658.0,48908.0
753548,40233.0,1279.0,,32195.0,8760.0,0.0,944.0,29.0,30283.0,,129880.0,16622,84816.0,3311.0,57774.0,47526.0
753641,19649.0,295.0,,10076.0,2290.0,0.0,375.0,14.0,2610.0,,57404.0,7341,34726.0,894.0,33986.0,15906.0
753856,63.0,289.0,,9384.0,1783.0,0.0,158.0,13.0,1227.0,,41307.0,7688,8123.0,856.0,22980.0,10525.0
754068,5872.0,4876.0,,25372.0,13648.0,0.0,197.0,39.0,105265.0,,170596.0,19746,125559.0,5141.0,88992.0,58529.0
754246,1034.0,220.0,,3022.0,769.0,0.0,223.0,9.0,8999.0,,26238.0,3641,19405.0,639.0,9044.0,13484.0
754536,19685.0,701.0,,24886.0,25713.0,692.0,1189.0,31.0,883.0,,99682.0,9398,57032.0,2415.0,52046.0,36054.0
754826,204736.0,5975.0,,61522.0,16133.0,3043.0,4825.0,216.0,134014.0,,737072.0,80535,463133.0,15186.0,483849.0,169525.0
754853,43290.0,3578.0,,204203.0,37443.0,0.0,3292.0,164.0,110691.0,,544404.0,61036,235875.0,12422.0,340702.0,119120.0
754929,155440.0,8719.0,,174715.0,42116.0,6173.0,13012.0,190.0,356425.0,,1038632.0,138909,603577.0,17063.0,824612.0,69759.0
755047,38738.0,13110.0,,45132.0,15231.0,0.0,-3427.0,86.0,162045.0,,296222.0,7267,221990.0,8397.0,239797.0,47767.0
755252,47750.0,3167.0,,112604.0,27120.0,0.0,2271.0,98.0,65481.0,,309276.0,34282,169429.0,7740.0,160998.0,82562.0
755421,12066.0,593.0,,202.0,2556.0,0.0,152.0,12.0,9892.0,,34743.0,4018,29408.0,804.0,24661.0,5605.0
755458,55677.0,1541.0,,10438.0,6216.0,204.0,1121.0,30.0,36988.0,,139657.0,12308,118316.0,2733.0,95135.0,19921.0
755850,11511.0,1789.0,,38349.0,23447.0,522.0,1570.0,26.0,52134.0,,169945.0,18343,112871.0,3244.0,92257.0,58201.0
756343,11484.0,510.0,,643.0,3120.0,0.0,442.0,12.0,12406.0,,57410.0,5693,42588.0,1085.0,36712.0,14829.0
756848,35363.0,1297.0,,13231.0,13109.0,0.0,2005.0,40.0,51730.0,,147649.0,13921,117024.0,2598.0,83109.0,41739.0
757377,233296.0,3551.0,,539118.0,0.0,0.0,3253.0,121.0,49582.0,,862114.0,179866,283520.0,12813.0,644152.0,24511.0
757452,87950.0,808.0,,15658.0,2915.0,0.0,737.0,71.0,32370.0,,170615.0,19213,136345.0,5059.0,93419.0,53178.0
757612,72538.0,2983.0,,44119.0,12978.0,0.0,1447.0,65.0,96932.0,,288641.0,27974,186679.0,5491.0,130075.0,117040.0
757779,63822.0,925.0,,21076.0,7178.0,0.0,617.0,30.0,17126.0,,125671.0,14686,93189.0,2206.0,93689.0,16053.0
758703,687781.0,14531.0,,563180.0,58753.0,0.0,12309.0,290.0,705980.0,,2256381.0,217032,1453721.0,38565.0,1787117.0,76752.0
758842,17838.0,772.0,,51870.0,6140.0,0.0,1497.0,30.0,14595.0,,113684.0,10611,53308.0,1753.0,60608.0,40147.0
758851,5943.0,574.0,,2886.0,898.0,0.0,68.0,11.0,12845.0,,30684.0,6072,19303.0,1070.0,16355.0,7009.0
759045,52063.0,5861.0,,107956.0,3608.0,0.0,5256.0,41.0,123491.0,,334390.0,51079,181242.0,5086.0,245639.0,12787.0
759250,1501.0,348.0,,3197.0,5275.0,0.0,341.0,11.0,12799.0,,36095.0,3537,29989.0,808.0,24673.0,7669.0
759540,14173.0,1336.0,,14326.0,2474.0,0.0,10.0,24.0,47773.0,,91142.0,8396,65629.0,2533.0,65662.0,12010.0
759625,99546.0,6001.0,,14357.0,14852.0,1527.0,-2345.0,91.0,127358.0,,316028.0,23648,257270.0,6483.0,224841.0,64824.0
760210,27217.0,984.0,,10040.0,10540.0,0.0,695.0,28.0,13464.0,,78990.0,9698,61361.0,1875.0,48051.0,20672.0
760331,199406.0,3525.0,,113269.0,1350.0,0.0,4365.0,125.0,29497.0,,420818.0,39693,234224.0,8103.0,233122.0,143612.0
760340,6976.0,327.0,,530.0,1282.0,0.0,240.0,10.0,11803.0,,46182.0,6119,27581.0,866.0,24967.0,14752.0
760434,11654.0,682.0,,1471.0,8887.0,0.0,1056.0,28.0,29186.0,,89226.0,8309,60592.0,2012.0,51042.0,27620.0
760649,5229.0,1223.0,,18483.0,5552.0,0.0,1100.0,27.0,29060.0,,87193.0,7996,56681.0,2093.0,48058.0,28350.0
760854,152777.0,5185.0,,128216.0,47049.0,1486.0,3574.0,198.0,125614.0,,610582.0,54788,381071.0,16788.0,475398.0,55307.0
760939,11015.0,284.0,,0.0,4174.0,0.0,45.0,17.0,5582.0,,37563.0,4432,25152.0,1248.0,25278.0,7753.0
760957,13565.0,382.0,,26948.0,3959.0,0.0,13.0,16.0,4262.0,,62164.0,5785,24064.0,1534.0,33981.0,21989.0
761244,57762.0,1318.0,,30033.0,14691.0,0.0,969.0,77.0,52264.0,,195570.0,22030,143370.0,6094.0,113725.0,58667.0
761347,16849.0,1537.0,,430.0,6367.0,133.0,-1011.0,26.0,21188.0,,59763.0,7311,44742.0,2547.0,38936.0,12385.0
761459,8827.0,1152.0,,42357.0,12280.0,0.0,795.0,36.0,56191.0,,154096.0,10772,88157.0,3173.0,96176.0,46442.0
761543,22605.0,1807.0,,33023.0,16975.0,0.0,1094.0,43.0,56880.0,,183818.0,20513,129751.0,3480.0,105430.0,47906.0
761806,,,,,,,,,,,,2001749,,,,
761833,25636.0,1591.0,,6347.0,1853.0,0.0,-1424.0,40.0,29688.0,,90642.0,6761,60964.0,4054.0,62191.0,21223.0
761851,15572.0,1838.0,,27566.0,12254.0,347.0,949.0,42.0,46158.0,,164820.0,15766,110157.0,3234.0,115750.0,32354.0
761954,12000.0,570.0,,7556.0,11979.0,0.0,1077.0,29.0,28695.0,,79167.0,7900,59912.0,1927.0,30138.0,41012.0
762045,27399.0,1541.0,,2267.0,6723.0,0.0,1016.0,20.0,31454.0,,87242.0,9460,74594.0,1823.0,40528.0,30724.0
762054,4312.0,412.0,,0.0,4156.0,0.0,569.0,6.0,12621.0,,40207.0,3066,22960.0,482.0,19803.0,11740.0
762353,1023.0,167.0,,5057.0,1843.0,0.0,73.0,8.0,3070.0,,24452.0,2916,11712.0,486.0,16571.0,4921.0
762447,193247.0,10429.0,,449749.0,129024.0,0.0,8922.0,387.0,403721.0,,1495121.0,141649,807193.0,29257.0,1078453.0,133548.0
762625,46878.0,857.0,,6767.0,4240.0,358.0,388.0,27.0,14721.0,,115951.0,12455,73547.0,2318.0,79376.0,23580.0
763211,13967.0,487.0,,41385.0,13642.0,0.0,963.0,25.0,15570.0,,173153.0,24891,49319.0,2331.0,103436.0,35658.0
763556,47495.0,1951.0,,14109.0,10119.0,467.0,2246.0,35.0,67612.0,,161638.0,15367,130297.0,3709.0,104947.0,39803.0
763752,3933.0,1208.0,,79135.0,3115.0,0.0,1127.0,31.0,12380.0,,120105.0,14683,21686.0,2309.0,60289.0,44734.0
763930,127359.0,10938.0,,42617.0,38795.0,2160.0,-2057.0,124.0,261196.0,,589580.0,25086,458647.0,14234.0,467146.0,83802.0
764030,470824.0,35238.0,,340839.0,185229.0,113.0,21201.0,730.0,416041.0,,3021523.0,329167,1976908.0,67309.0,2405810.0,226278.0
764058,53017.0,8037.0,,149838.0,57098.0,0.0,2457.0,93.0,141239.0,,461524.0,36836,256312.0,11005.0,331040.0,14992.0
764067,19175.0,1040.0,,24471.0,5613.0,0.0,267.0,26.0,15695.0,,92662.0,9672,53565.0,1859.0,57574.0,21254.0
764142,18297.0,884.0,,32842.0,12775.0,0.0,746.0,30.0,15804.0,,110283.0,11740,64853.0,2142.0,67737.0,22699.0
764151,5117.0,378.0,,2018.0,3475.0,0.0,307.0,12.0,4161.0,,38877.0,3762,21573.0,947.0,20395.0,14531.0
764441,3000.0,450.0,,2350.0,4012.0,106.0,502.0,9.0,6106.0,,56236.0,11549,22407.0,713.0,30953.0,13496.0
764816,45457.0,1707.0,,21701.0,5297.0,0.0,732.0,49.0,25284.0,,128602.0,10902,97800.0,4226.0,79019.0,33592.0
764843,6610.0,752.0,,8797.0,3737.0,0.0,-56.0,11.0,6098.0,,35816.0,3474,17184.0,923.0,25497.0,6655.0
764982,192261.0,6936.0,,218384.0,64038.0,0.0,2952.0,313.0,234003.0,,1098997.0,99319,525531.0,26934.0,662140.0,259662.0
765019,589496.0,11654.0,,274578.0,89366.0,363.0,14251.0,330.0,537258.0,,1737746.0,178857,1230756.0,43303.0,1229174.0,126761.0
765046,26884.0,356.0,,25695.0,2109.0,72.0,240.0,32.0,8427.0,,80254.0,7413,39842.0,2273.0,48092.0,23755.0
765130,8848.0,607.0,,300.0,7745.0,0.0,160.0,14.0,927.0,,75590.0,8838,17810.0,1781.0,17935.0,48427.0
765318,26152.0,554.0,,9493.0,11401.0,934.0,905.0,43.0,34819.0,,122140.0,14125,86034.0,3620.0,77134.0,26507.0
765354,31950.0,1264.0,,35533.0,7187.0,0.0,-84.0,46.0,45192.0,,147074.0,13789,92106.0,3166.0,87694.0,34449.0
765505,157271.0,4269.0,,166026.0,34309.0,0.0,2234.0,136.0,117549.0,,563504.0,66855,343301.0,14969.0,438918.0,36651.0
765662,10808.0,626.0,,79976.0,2516.0,0.0,2804.0,17.0,9731.0,,152300.0,22137,29595.0,1397.0,72126.0,49215.0
766052,8520.0,986.0,,47319.0,2886.0,0.0,1544.0,14.0,20534.0,,96696.0,12966,39853.0,965.0,56293.0,27165.0
766164,6148.0,219.0,,53344.0,5669.0,0.0,-2867.0,37.0,110614.0,,238751.0,40550,122492.0,5843.0,194514.0,2723.0
766258,45105.0,6849.0,,260539.0,88638.0,0.0,7365.0,156.0,226825.0,,710638.0,71291,368188.0,15328.0,569573.0,45518.0
766735,71940.0,1686.0,,134204.0,16373.0,626.0,2970.0,58.0,60279.0,,316326.0,28020,149951.0,6748.0,175033.0,111223.0
767040,24399.0,1083.0,,7763.0,14744.0,0.0,-185.0,33.0,11950.0,,82254.0,7287,58093.0,2929.0,45666.0,29254.0
767152,7669.0,157.0,,16879.0,1656.0,0.0,339.0,9.0,2264.0,,43820.0,5816,16174.0,709.0,26326.0,11374.0
767246,2848.0,121.0,,123.0,1622.0,0.0,136.0,5.0,2149.0,,18308.0,1598,9597.0,290.0,10232.0,6464.0
767255,36771.0,988.0,,22629.0,7162.0,0.0,2098.0,31.0,28799.0,,121548.0,12086,83946.0,2235.0,71727.0,36950.0
767554,44298.0,733.0,,27649.0,10934.0,0.0,1266.0,62.0,25876.0,,139921.0,14401,95302.0,4559.0,84567.0,32257.0
767611,55538.0,1116.0,,32439.0,5018.0,0.0,650.0,37.0,11653.0,,123114.0,15094,74673.0,2784.0,68346.0,38902.0
767705,58344.0,989.0,,20383.0,5184.0,0.0,689.0,35.0,37040.0,,138167.0,15761,100888.0,3175.0,52750.0,59431.0
767732,46345.0,3542.0,,68589.0,20281.0,0.0,2465.0,109.0,87063.0,,329055.0,44365,186752.0,7346.0,183314.0,99525.0
767769,6048.0,630.0,,16054.0,7467.0,0.0,452.0,30.0,16537.0,,88878.0,7979,48231.0,2027.0,39616.0,40848.0
767817,60804.0,2658.0,,19728.0,5667.0,0.0,557.0,57.0,60559.0,,182824.0,16707,137486.0,4318.0,124089.0,39617.0
768074,370929.0,16283.0,,140273.0,1205.0,0.0,3527.0,103.0,403641.0,,1130296.0,144867,750767.0,19118.0,851571.0,22728.0
768252,12633.0,633.0,,37830.0,13736.0,543.0,1113.0,29.0,22834.0,,149163.0,12367,74519.0,2601.0,89549.0,43014.0
768458,39882.0,1924.0,,44071.0,12491.0,0.0,1198.0,54.0,64059.0,,197953.0,17339,120412.0,4334.0,113568.0,65030.0
768953,3470.0,831.0,,33156.0,4775.0,0.0,932.0,15.0,8639.0,,102874.0,9540,28542.0,1079.0,43695.0,48792.0
769156,9325.0,811.0,,42846.0,8114.0,0.0,778.0,22.0,20953.0,,103594.0,14232,46749.0,1590.0,70498.0,18373.0
769334,7433.0,519.0,,44005.0,4498.0,0.0,788.0,18.0,11978.0,,80267.0,7190,28594.0,1211.0,55797.0,13156.0
770068,13164.0,814.0,,29877.0,6037.0,0.0,827.0,29.0,14727.0,,88499.0,8523,45718.0,2100.0,47829.0,31558.0
770367,28372.0,36387.0,,719868.0,421720.0,148.0,18459.0,363.0,1282955.0,,2607564.0,259343,1751772.0,47124.0,1892706.0,97680.0
770451,5201.0,801.0,,16508.0,4830.0,0.0,535.0,27.0,25911.0,,109984.0,8785,67937.0,2319.0,62632.0,25542.0
770545,5363.0,132.0,,0.0,2216.0,0.0,407.0,7.0,7795.0,,23992.0,2498,19095.0,308.0,14644.0,6824.0
770639,20221.0,2813.0,,30443.0,19372.0,0.0,1117.0,44.0,67747.0,,172909.0,16060,110975.0,3901.0,91485.0,64345.0
770657,81628.0,8589.0,,94879.0,48313.0,0.0,10690.0,162.0,304593.0,,735985.0,84706,503952.0,13980.0,563451.0,58480.0
770853,33825.0,2067.0,,58039.0,27853.0,0.0,1614.0,62.0,90124.0,,237651.0,22674,157518.0,4560.0,159726.0,51918.0
771047,793.0,119.0,,11377.0,4346.0,0.0,462.0,18.0,4742.0,,51669.0,4497,29509.0,1123.0,22927.0,23734.0
771140,31061.0,2009.0,,146614.0,28850.0,0.0,2527.0,71.0,102885.0,,360773.0,40548,181785.0,5251.0,284303.0,25091.0
771458,52895.0,8762.0,,165053.0,75613.0,0.0,9549.0,227.0,255504.0,,745367.0,67415,417584.0,18625.0,569486.0,48298.0
771609,333090.0,4431.0,,179644.0,70993.0,0.0,3111.0,253.0,230377.0,,907471.0,79846,642550.0,26794.0,665821.0,72574.0
771636,17171.0,2047.0,,11685.0,9658.0,0.0,447.0,30.0,51455.0,,115162.0,7510,84549.0,3255.0,63915.0,38418.0
771748,10868.0,296.0,,56422.0,11069.0,0.0,1542.0,26.0,10198.0,,107327.0,17716,41353.0,1570.0,56500.0,27578.0
772008,301254.0,5435.0,,240060.0,37605.0,0.0,3495.0,179.0,291854.0,,958211.0,97679,633645.0,19760.0,632030.0,34221.0
772240,14596.0,720.0,,11861.0,8238.0,0.0,836.0,23.0,22557.0,,96300.0,8351,57928.0,2283.0,42543.0,40191.0
772446,0.0,0.0,,0.0,0.0,0.0,5560.0,69.0,0.0,,23529.0,21714,0.0,14951.0,0.0,521.0
772558,5921.0,2145.0,,36800.0,7531.0,0.0,-317.0,39.0,61473.0,,216349.0,19792,114498.0,3953.0,131558.0,50213.0
772745,2825.0,407.0,,17146.0,1613.0,929.0,767.0,17.0,1256.0,,50746.0,5336,7143.0,1061.0,16636.0,28611.0
772754,6816.0,658.0,,9847.0,6861.0,0.0,855.0,15.0,27138.0,,64622.0,6513,44764.0,1108.0,45577.0,12425.0
773032,27516.0,1060.0,,41457.0,4858.0,0.0,595.0,29.0,18569.0,,126637.0,15373,59363.0,2463.0,66962.0,30652.0
773247,139618.0,28567.0,,226213.0,112354.0,0.0,11552.0,375.0,568053.0,,1497858.0,142262,971406.0,39557.0,1116475.0,91272.0
773443,30502.0,1867.0,,140039.0,29255.0,768.0,1734.0,102.0,97648.0,,373788.0,48984,183308.0,8468.0,167733.0,140419.0
773546,19145.0,1059.0,,19717.0,4397.0,0.0,-1917.0,35.0,30615.0,,93926.0,10823,59502.0,3011.0,53074.0,29663.0
773742,65613.0,2963.0,,69324.0,4023.0,187.0,-1375.0,78.0,49538.0,,259832.0,19645,125562.0,5982.0,167102.0,68620.0
774105,84766.0,1154.0,,59109.0,7964.0,0.0,-20.0,28.0,22425.0,,218119.0,17309,115723.0,3701.0,137260.0,9408.0
774132,111040.0,3449.0,,26747.0,21135.0,0.0,3134.0,187.0,97588.0,,369336.0,31996,265516.0,16764.0,241233.0,73952.0
774235,19939.0,1442.0,,12087.0,3753.0,0.0,414.0,22.0,32921.0,,104717.0,10362,78163.0,1937.0,71460.0,14331.0
774253,21756.0,682.0,,2552.0,5448.0,0.0,82.0,21.0,11003.0,,59789.0,4230,41057.0,1560.0,40759.0,14744.0
774262,115491.0,16845.0,,105993.0,328702.0,0.0,6362.0,340.0,425681.0,,1443705.0,196336,942039.0,31581.0,1087046.0,151556.0
774347,13583.0,1637.0,,12618.0,16692.0,0.0,2180.0,26.0,24808.0,,142020.0,13495,93609.0,2035.0,113829.0,12429.0
774655,14476.0,416.0,,13089.0,2563.0,0.0,235.0,19.0,10434.0,,54033.0,5176,32757.0,1363.0,36038.0,12743.0
774851,3469.0,158.0,,1040.0,935.0,0.0,36.0,11.0,6053.0,,18178.0,1656,11995.0,878.0,10151.0,6078.0
775054,13376.0,2159.0,,65693.0,18334.0,0.0,1666.0,51.0,60440.0,,215809.0,24776,137105.0,4402.0,115206.0,53296.0
775214,384944.0,23307.0,,580742.0,268817.0,1662.0,585.0,906.0,729333.0,,2431170.0,220371,1452576.0,69825.0,1898251.0,186191.0
775241,7119.0,188.0,,18416.0,1656.0,0.0,-51.0,16.0,4184.0,,50369.0,6477,20695.0,988.0,27279.0,16011.0
775456,89951.0,4211.0,,97637.0,55266.0,0.0,3233.0,104.0,182388.0,,533704.0,64274,335071.0,9832.0,443130.0,38.0
775540,2485.0,237.0,,0.0,1441.0,0.0,400.0,15.0,7454.0,,58589.0,8224,21648.0,1058.0,26441.0,23059.0
776248,13548.0,998.0,,11138.0,5246.0,13.0,254.0,21.0,23532.0,,75830.0,8438,49745.0,1866.0,52416.0,13260.0
776275,13655.0,194.0,,72.0,2914.0,0.0,66.0,7.0,2176.0,,29741.0,3141,20963.0,622.0,23663.0,2884.0
776369,3554.0,930.0,,27142.0,13187.0,0.0,-143.0,33.0,8724.0,,120209.0,7961,36803.0,2363.0,56622.0,55281.0
776547,54738.0,212.0,,40073.0,346.0,0.0,1512.0,32.0,21727.0,,147764.0,14219,84552.0,2549.0,78871.0,52945.0
776659,20018.0,17.0,,39001.0,11512.0,120.0,186.0,41.0,57319.0,,176951.0,20492,91659.0,433.0,70862.0,82989.0
776734,6434.0,526.0,,12587.0,3389.0,0.0,-200.0,24.0,8649.0,,47004.0,3116,25345.0,1494.0,29807.0,13673.0
776752,4951.0,588.0,,1286.0,4849.0,0.0,68.0,13.0,3020.0,,33568.0,2512,19792.0,918.0,18354.0,12306.0
777254,11651.0,601.0,,12063.0,2643.0,0.0,129.0,14.0,7138.0,,47513.0,4103,24366.0,1325.0,28758.0,14127.0
777366,,,,,,,,,,,,40773,,,,
777441,11843.0,189.0,,10690.0,2474.0,0.0,259.0,24.0,10876.0,,66962.0,6344,34925.0,1386.0,40051.0,20344.0
777553,12203.0,441.0,,22812.0,3571.0,682.0,344.0,17.0,10262.0,,64481.0,5935,31979.0,1427.0,35832.0,22508.0
777870,78644.0,783.0,,9519.0,9272.0,0.0,931.0,49.0,51895.0,,209165.0,23368,148036.0,4215.0,155748.0,27360.0
777964,4518.0,201.0,,302.0,840.0,0.0,82.0,5.0,1912.0,,14418.0,1210,12003.0,501.0,9302.0,3829.0
778466,23919.0,9840.0,,482034.0,335728.0,57.0,17717.0,164.0,224375.0,,1243299.0,104885,598500.0,15646.0,980294.0,107722.0
778738,58476.0,8483.0,,135783.0,140077.0,822.0,7320.0,152.0,204540.0,,595796.0,85006,419692.0,11493.0,453379.0,43011.0
779016,64256.0,2443.0,,66439.0,26053.0,0.0,2889.0,73.0,87659.0,,324644.0,33648,199854.0,5113.0,218416.0,36197.0
779351,145839.0,13274.0,,243532.0,135342.0,10770.0,9457.0,285.0,204812.0,,1218107.0,141755,655384.0,28623.0,759464.0,218782.0
779360,24039.0,4322.0,,69027.0,31409.0,0.0,3001.0,155.0,133836.0,,367866.0,33884,244896.0,10521.0,242034.0,82433.0
779641,17532.0,410.0,,4114.0,1995.0,0.0,497.0,9.0,9169.0,,41106.0,7627,31953.0,665.0,24387.0,8470.0
779650,52601.0,2335.0,,0.0,9052.0,0.0,2655.0,58.0,80504.0,,257066.0,21232,181290.0,5129.0,147293.0,74376.0
779968,0.0,17257.0,,106391.0,153676.0,0.0,666.0,109.0,448505.0,,836490.0,123935,602392.0,13964.0,600060.0,46523.0
780049,11603.0,764.0,,21148.0,21439.0,0.0,468.0,23.0,9673.0,,103461.0,8430,58075.0,2354.0,70203.0,22614.0
780218,99208.0,8442.0,,152505.0,31384.0,0.0,2359.0,142.0,204032.0,,583990.0,66147,353748.0,11311.0,432801.0,48997.0
780263,6861.0,1700.0,,44519.0,15868.0,0.0,-148.0,75.0,55636.0,,213206.0,22271,107889.0,6195.0,99666.0,90389.0
780562,691.0,2449.0,,21435.0,29886.0,0.0,-164.0,90.0,34341.0,,168648.0,19913,65406.0,6905.0,87053.0,34226.0
780722,182707.0,4462.0,,15998.0,36031.0,0.0,1482.0,111.0,171071.0,,484626.0,36929,408312.0,7504.0,308613.0,83680.0
780955,26100.0,1800.0,,24555.0,28173.0,84.0,827.0,50.0,40921.0,,154379.0,15254,115047.0,3412.0,114476.0,23875.0
781028,233336.0,16539.0,,216545.0,46637.0,0.0,1220.0,266.0,308537.0,,1071682.0,113273,600030.0,34421.0,737049.0,179009.0
782016,38113.0,612.0,,44159.0,355.0,0.0,868.0,29.0,18893.0,,118983.0,21261,60245.0,2438.0,51535.0,44546.0
782351,27764.0,1781.0,,26487.0,15007.0,0.0,722.0,36.0,31509.0,,129940.0,12086,77129.0,3204.0,80570.0,37111.0
782548,4377.0,445.0,,20605.0,1348.0,0.0,381.0,14.0,18091.0,,51497.0,9799,27972.0,1031.0,21813.0,13292.0
782650,15109.0,1337.0,,10033.0,4604.0,0.0,330.0,27.0,26656.0,,79944.0,8863,52599.0,1873.0,37425.0,29449.0
783161,115626.0,11437.0,,138749.0,90009.0,0.0,2557.0,213.0,229112.0,,766651.0,82548,442652.0,19935.0,598533.0,70184.0
783246,11796.0,781.0,,39148.0,9049.0,199.0,1444.0,38.0,72717.0,,170968.0,23239,113092.0,3644.0,78769.0,53712.0
783349,12569.0,143.0,,0.0,1664.0,0.0,77.0,9.0,4686.0,,30882.0,2920,22531.0,814.0,18751.0,9151.0
783648,,,,,,,,,,,,179319,,,,
783844,94922.0,8310.0,,78592.0,70950.0,442.0,3011.0,153.0,246706.0,,627147.0,72300,424453.0,11934.0,449987.0,103490.0
783910,33798.0,1980.0,,30993.0,10823.0,0.0,250.0,49.0,43376.0,,154668.0,14488,98242.0,3436.0,102149.0,25583.0
783956,1179.0,231.0,,6543.0,1502.0,0.0,8.0,6.0,3879.0,,17996.0,3443,8738.0,375.0,9298.0,5238.0
783965,2164.0,404.0,,2396.0,2231.0,0.0,-282.0,17.0,13338.0,,30195.0,2608,19331.0,1417.0,17192.0,10142.0
784159,42029.0,1234.0,,23217.0,7861.0,1.0,3429.0,44.0,36799.0,,131191.0,20434,98021.0,2756.0,69741.0,38623.0
784430,12924.0,1070.0,,39008.0,2981.0,0.0,1045.0,25.0,20560.0,,97308.0,14817,42977.0,2029.0,50316.0,30404.0
784944,15659.0,994.0,,15057.0,2011.0,0.0,66.0,20.0,6358.0,,60182.0,8360,31587.0,1533.0,37524.0,14111.0
785062,1176892.0,4288.0,,1447246.0,216676.0,0.0,60911.0,1015.0,2158412.0,,5840886.0,724943,3648141.0,144350.0,3667662.0,996893.0
785147,116791.0,7716.0,,133081.0,17791.0,0.0,2306.0,153.0,112786.0,,493868.0,50299,292025.0,11374.0,229900.0,179005.0
785259,177186.0,46324.0,,21390.0,203988.0,0.0,-33054.0,277.0,541556.0,,1280964.0,22179,1008764.0,33210.0,947360.0,292270.0
