,1-4 family residential loans,Allowance for loan losses,AsOfDate,Available-for-sale Fair Value,Commercial and industrial loans,Credit cards,Net Income before,Number of full-time employees,Other real estate loans,Target,Total assets,Total equity capital,Total loans,Total noninterest expense,Total nontransaction deposits,Total transaction deposits
37341,14496.0,538.0,,0.0,2566.0,0.0,374.0,11.0,6178.0,,33202.0,3652,26113.0,938.0,22893.0,6068.0
37378,5889.0,2786.0,,4458.0,22058.0,326.0,1716.0,41.0,74404.0,,163079.0,17612,123408.0,3573.0,82225.0,62740.0
37435,211827.0,18017.0,,288569.0,29896.0,0.0,8868.0,366.0,286099.0,,1050853.0,109496,556367.0,25339.0,794532.0,132504.0
37640,205094.0,15166.0,,580494.0,253251.0,4919.0,14641.0,407.0,547309.0,,1864487.0,184624,1089222.0,37729.0,1332530.0,236200.0
37659,3387.0,421.0,,2867.0,3672.0,0.0,470.0,10.0,6446.0,,40001.0,4244,26888.0,1017.0,22643.0,12607.0
37743,8960.0,1075.0,,22090.0,11606.0,134.0,533.0,23.0,27582.0,,92368.0,9267,56837.0,1956.0,56933.0,25926.0
37949,8849.0,1681.0,,91612.0,33410.0,320.0,3727.0,41.0,30468.0,,210800.0,19709,106085.0,2591.0,117576.0,60814.0
38535,54015.0,14125.0,,105537.0,26173.0,0.0,-7188.0,95.0,120362.0,,375638.0,12395,219989.0,8693.0,283788.0,69701.0
38740,54857.0,1340.0,,35763.0,5913.0,0.0,719.0,61.0,40000.0,,186282.0,17285,113062.0,4174.0,109845.0,43687.0
39327,77310.0,700.0,,46540.0,10521.0,0.0,3600.0,89.0,143080.0,,424381.0,73599,235708.0,6111.0,308142.0,36305.0
39420,198873.0,17845.0,,232358.0,61962.0,0.0,3923.0,256.0,384937.0,,1169645.0,125460,838315.0,25819.0,896738.0,93644.0
39475,132408.0,3864.0,,338588.0,103506.0,0.0,13838.0,580.0,737531.0,,1940037.0,319863,1040256.0,57052.0,1308213.0,287408.0
39756,73506.0,5952.0,,62122.0,92703.0,0.0,5037.0,123.0,140192.0,,462105.0,37873,343295.0,10370.0,241658.0,169979.0
40033,14204.0,411.0,,21573.0,2603.0,0.0,175.0,23.0,9027.0,,77058.0,8046,30311.0,2250.0,34382.0,34080.0
40350,9610.0,259.0,,4002.0,4929.0,0.0,291.0,8.0,6221.0,,48687.0,7353,31441.0,905.0,25790.0,11771.0
40707,61764.0,2420.0,,30186.0,42127.0,0.0,649.0,93.0,65821.0,,267200.0,21277,174904.0,7090.0,163087.0,78842.0
40855,4386.0,575.0,,17438.0,5180.0,11.0,795.0,14.0,23025.0,,76943.0,6643,46226.0,1220.0,54225.0,9571.0
41245,10003.0,549.0,,5990.0,1326.0,27.0,296.0,10.0,8925.0,,42828.0,4323,26079.0,729.0,29722.0,7500.0
41553,4303.0,719.0,,41801.0,2989.0,0.0,1210.0,25.0,3640.0,,84679.0,15048,25243.0,1463.0,33915.0,35688.0
41629,47760.0,2424.0,,9524.0,6299.0,656.0,1039.0,51.0,60845.0,,167792.0,17130,134236.0,4072.0,87230.0,49320.0
41759,1888.0,316.0,,18843.0,2399.0,0.0,370.0,9.0,6581.0,,47554.0,5243,19476.0,683.0,30311.0,11909.0
41825,58679.0,2304.0,,52482.0,1087.0,0.0,1001.0,34.0,10044.0,,140822.0,18299,70200.0,2647.0,74231.0,48081.0
41937,4189.0,325.0,,29625.0,3319.0,75.0,364.0,16.0,4567.0,,60340.0,5897,25524.0,1090.0,39378.0,14449.0
41955,130.0,297.0,,14114.0,397.0,0.0,91.0,9.0,3671.0,,35923.0,3317,17789.0,756.0,19203.0,11099.0
42037,9108.0,576.0,,11813.0,9253.0,0.0,331.0,31.0,16469.0,,65345.0,8835,39628.0,1957.0,31767.0,24506.0
42055,8549.0,751.0,,15446.0,3874.0,0.0,240.0,28.0,9241.0,,63491.0,7624,33849.0,1861.0,33388.0,22228.0
42354,22909.0,721.0,,52570.0,7984.0,0.0,1719.0,33.0,17463.0,,127828.0,17680,56813.0,2480.0,50771.0,58982.0
42420,1108201.0,72117.0,,1014955.0,822718.0,0.0,28971.0,1097.0,1396003.0,,5596543.0,732547,3993189.0,112502.0,4206245.0,286209.0
42448,180718.0,10539.0,,110686.0,39654.0,2925.0,7722.0,144.0,182396.0,,684547.0,80334,534498.0,10667.0,384561.0,131086.0
42457,188.0,303.0,,0.0,2042.0,0.0,189.0,8.0,3494.0,,28086.0,5388,13962.0,566.0,9894.0,12530.0
43052,11752.0,2301.0,,14819.0,15412.0,111.0,570.0,18.0,30647.0,,90213.0,11968,61519.0,2387.0,55183.0,14862.0
43351,443.0,77.0,,2472.0,1249.0,0.0,16.0,6.0,5204.0,,12328.0,1734,7782.0,381.0,6970.0,2793.0
43454,2831.0,204.0,,5472.0,1958.0,0.0,183.0,7.0,4955.0,,23154.0,3336,11306.0,535.0,10355.0,9422.0
43744,17454.0,5445.0,,13767.0,4296.0,380.0,-404.0,15.0,28208.0,,78033.0,11055,52908.0,2123.0,41826.0,15285.0
43856,9720.0,262.0,,13325.0,1694.0,0.0,99.0,16.0,3461.0,,50687.0,4979,18339.0,1172.0,25961.0,19172.0
43959,20685.0,943.0,,55233.0,6394.0,0.0,860.0,35.0,25772.0,,124479.0,14176,56720.0,2731.0,63272.0,46188.0
44040,33940.0,2302.0,,115235.0,9996.0,0.0,1343.0,54.0,61011.0,,295559.0,29575,148183.0,4434.0,183449.0,80962.0
44433,73061.0,4649.0,,44885.0,33639.0,273.0,-3981.0,80.0,74893.0,,256243.0,23537,185107.0,9474.0,153176.0,46996.0
44741,56130.0,3819.0,,58056.0,9856.0,1620.0,935.0,132.0,80174.0,,352703.0,32500,224167.0,10081.0,283199.0,26267.0
44750,36675.0,1970.0,,37330.0,3710.0,0.0,678.0,55.0,65987.0,,172575.0,15767,118018.0,3544.0,108640.0,47720.0
44929,60768.0,1030.0,,25869.0,1734.0,0.0,635.0,61.0,14654.0,,140211.0,17119,86119.0,3329.0,77764.0,43521.0
45038,21779.0,1621.0,,33191.0,32196.0,0.0,1139.0,17.0,28630.0,,137224.0,12763,89441.0,1502.0,90982.0,23201.0
45047,40144.0,1453.0,,8763.0,4197.0,551.0,1661.0,41.0,30379.0,,119484.0,18286,86392.0,3202.0,67523.0,33281.0
45056,2657.0,589.0,,9423.0,9658.0,0.0,376.0,12.0,9243.0,,58131.0,8804,35354.0,1273.0,31075.0,17673.0
45430,56350.0,1454.0,,7864.0,981.0,0.0,532.0,25.0,11327.0,,120887.0,14897,74397.0,2118.0,76277.0,21597.0
45458,1361.0,15.0,,5561.0,1456.0,0.0,45.0,4.0,1047.0,,12953.0,2108,5259.0,329.0,8265.0,2573.0
45551,58089.0,5651.0,,169663.0,75803.0,574.0,6445.0,181.0,165642.0,,671110.0,65183,425617.0,16057.0,483759.0,61969.0
45560,158539.0,6679.0,,201331.0,85092.0,0.0,9046.0,221.0,249143.0,,905117.0,80377,533279.0,21526.0,693805.0,96040.0
45775,81600.0,990.0,,0.0,662.0,0.0,564.0,28.0,29059.0,,162887.0,13430,111321.0,3164.0,118725.0,24427.0
46053,22933.0,2471.0,,72447.0,11330.0,0.0,996.0,46.0,46565.0,,187487.0,21939,86158.0,4332.0,118677.0,45172.0
46941,24480.0,1007.0,,30337.0,2200.0,0.0,1384.0,30.0,27494.0,,114142.0,19172,59975.0,2170.0,61947.0,27677.0
47153,669.0,220.0,,0.0,1190.0,0.0,23.0,5.0,2355.0,,21415.0,1811,10545.0,344.0,16129.0,3362.0
47247,50702.0,6144.0,,77432.0,14058.0,0.0,1681.0,74.0,90370.0,,275644.0,27010,165674.0,5988.0,162483.0,59928.0
47256,7074.0,584.0,,2104.0,3546.0,35.0,71.0,12.0,8213.0,,31023.0,4557,20718.0,872.0,18655.0,6710.0
47452,12028.0,578.0,,15414.0,1456.0,0.0,229.0,14.0,6402.0,,57218.0,8600,20724.0,980.0,18619.0,27495.0
47500,195248.0,2872.0,,27259.0,13446.0,0.0,1386.0,96.0,42084.0,,323304.0,45575,261275.0,8121.0,219548.0,42186.0
48057,7253.0,946.0,,18246.0,10415.0,0.0,652.0,27.0,14837.0,,102812.0,9098,56879.0,2060.0,51284.0,40604.0
48150,2696.0,156.0,,2285.0,747.0,0.0,145.0,5.0,8359.0,,26301.0,3131,15874.0,421.0,16448.0,6187.0
48374,45755.0,8853.0,,23293.0,25849.0,0.0,17057.0,252.0,568115.0,,779842.0,71959,661684.0,19785.0,468882.0,127401.0
48440,21328.0,861.0,,28052.0,10679.0,81.0,851.0,21.0,13550.0,,94704.0,7956,52787.0,1903.0,61011.0,23110.0
49054,28615.0,5767.0,,24194.0,30111.0,0.0,-1054.0,17.0,102710.0,,207452.0,25669,162698.0,4370.0,157010.0,17600.0
49148,4560.0,384.0,,56273.0,4835.0,0.0,798.0,15.0,7548.0,,87958.0,14305,24261.0,1266.0,41094.0,31204.0
49241,28404.0,4253.0,,56907.0,21510.0,1088.0,4001.0,120.0,124503.0,,403227.0,46640,290941.0,9506.0,299874.0,26593.0
49344,54746.0,401.0,,18865.0,7157.0,0.0,488.0,32.0,21351.0,,125240.0,13162,85495.0,2397.0,58148.0,25015.0
49643,3876.0,214.0,,0.0,4925.0,29.0,196.0,9.0,6594.0,,38106.0,6869,19219.0,710.0,23292.0,7748.0
49652,14422.0,1848.0,,41652.0,13034.0,0.0,1041.0,32.0,18092.0,,112179.0,14307,58306.0,2196.0,54886.0,31876.0
49821,80356.0,13520.0,,145191.0,73412.0,0.0,-2636.0,232.0,336143.0,,780720.0,93734,501816.0,19943.0,573526.0,36378.0
49858,17124.0,471.0,,12322.0,5737.0,0.0,-16.0,32.0,25533.0,,77770.0,10855,50620.0,2836.0,44652.0,22016.0
49951,8033.0,551.0,,19129.0,11415.0,0.0,1151.0,16.0,31620.0,,105146.0,8750,69900.0,1145.0,71039.0,25209.0
50144,18104.0,497.0,,0.0,1841.0,0.0,487.0,18.0,7786.0,,60017.0,9955,33447.0,1107.0,37891.0,11236.0
50461,6370.0,3232.0,,0.0,17133.0,0.0,790.0,12.0,32586.0,,108249.0,24025,56089.0,1372.0,63841.0,19640.0
50546,8182.0,419.0,,9512.0,1957.0,0.0,241.0,16.0,2598.0,,37424.0,5202,19706.0,1185.0,19978.0,12077.0
50854,10375.0,480.0,,18206.0,5084.0,0.0,806.0,20.0,7980.0,,63082.0,5593,30891.0,1429.0,36122.0,21238.0
50957,15762.0,1085.0,,13018.0,25331.0,0.0,669.0,26.0,53350.0,,126619.0,14505,95029.0,2896.0,89686.0,15997.0
51253,48534.0,2512.0,,29380.0,7964.0,0.0,2412.0,59.0,64265.0,,193251.0,32249,126950.0,4090.0,103908.0,36239.0
51356,7322.0,371.0,,17644.0,8701.0,0.0,662.0,12.0,3554.0,,76350.0,13126,24801.0,925.0,41554.0,21578.0
51459,13714.0,1138.0,,100639.0,15106.0,0.0,2470.0,51.0,35293.0,,227783.0,23455,107420.0,4163.0,133587.0,65824.0
51730,10525.0,381.0,,6528.0,1789.0,0.0,241.0,21.0,12236.0,,58530.0,5664,32289.0,1156.0,38260.0,14444.0
51842,32888.0,5832.0,,15665.0,20286.0,0.0,1837.0,55.0,152061.0,,268539.0,26548,226526.0,4440.0,189094.0,47780.0
52410,14356.0,231.0,,37537.0,1452.0,0.0,518.0,27.0,5535.0,,64490.0,6752,23679.0,1602.0,36191.0,17646.0
52719,0.0,0.0,,0.0,0.0,0.0,30306.0,967.0,0.0,,3676961.0,298968,0.0,239395.0,0.0,0.0
52951,19535.0,1365.0,,28905.0,8536.0,20.0,779.0,29.0,10593.0,,100562.0,11493,65208.0,2214.0,53365.0,33808.0
53033,627589.0,26745.0,,732183.0,246170.0,120.0,10804.0,542.0,664079.0,,3680775.0,435631,1635436.0,57416.0,2317044.0,411012.0
53051,4010.0,237.0,,0.0,3007.0,0.0,730.0,18.0,6616.0,,58721.0,8606,20049.0,1134.0,34452.0,15575.0
53239,22841.0,1104.0,,39393.0,6176.0,0.0,740.0,54.0,24329.0,,133588.0,14945,69007.0,2774.0,75566.0,41964.0
53453,6041.0,236.0,,28185.0,1217.0,0.0,242.0,18.0,2186.0,,45958.0,7769,13475.0,1102.0,25333.0,12775.0
53752,1201.0,63.0,,15278.0,2055.0,0.0,148.0,13.0,2217.0,,51880.0,8042,6277.0,643.0,30169.0,13392.0
54049,18974.0,1168.0,,8300.0,5690.0,50.0,621.0,23.0,28461.0,,89192.0,8317,57304.0,1835.0,49746.0,28505.0
54058,73663.0,3863.0,,72904.0,10830.0,0.0,4081.0,58.0,76770.0,,294702.0,31805,200407.0,3972.0,230813.0,28163.0
54375,110805.0,7836.0,,186685.0,87424.0,0.0,5682.0,181.0,213088.0,,654321.0,80370,417704.0,12504.0,442497.0,42806.0
54441,10811.0,1225.0,,10366.0,18159.0,0.0,1093.0,34.0,41673.0,,130483.0,14159,98398.0,2501.0,85960.0,26331.0
54656,22576.0,2380.0,,357272.0,18231.0,436.0,7243.0,72.0,45922.0,,484336.0,50381,107317.0,5214.0,396706.0,31731.0
55176,141647.0,3566.0,,5598.0,14193.0,0.0,238.0,53.0,67840.0,,296180.0,23312,226633.0,5585.0,218311.0,26525.0
55336,119012.0,2072.0,,70634.0,10329.0,0.0,1652.0,99.0,73420.0,,345449.0,37630,213022.0,8557.0,175309.0,128936.0
55635,5732.0,1019.0,,16552.0,593.0,256.0,94.0,31.0,56777.0,,91405.0,8433,64365.0,3038.0,65254.0,15043.0
55653,6833.0,776.0,,24656.0,12328.0,1.0,392.0,37.0,16131.0,,92129.0,11679,54091.0,2321.0,39373.0,37859.0
56258,52221.0,1285.0,,49395.0,22201.0,0.0,1791.0,36.0,35029.0,,192111.0,17544,122072.0,3190.0,100794.0,72978.0
56351,196808.0,7844.0,,323948.0,49963.0,0.0,7487.0,283.0,133797.0,,885999.0,101242,432527.0,22204.0,740142.0,32936.0
56427,30398.0,449.0,,29705.0,2106.0,0.0,477.0,15.0,9860.0,,84929.0,10123,47031.0,1305.0,57577.0,16366.0
56548,35674.0,6484.0,,13846.0,10241.0,1198.0,1715.0,49.0,229864.0,,329051.0,31851,294909.0,4865.0,251203.0,39955.0
56557,,,,,,,,,,,,227388,,,,
56717,96573.0,8444.0,,85510.0,46428.0,0.0,4196.0,125.0,279608.0,,569534.0,52718,437435.0,10156.0,443278.0,26533.0
57040,8077.0,683.0,,27863.0,5709.0,60.0,691.0,18.0,22882.0,,88215.0,11636,50183.0,1641.0,59391.0,16769.0
57228,78279.0,2646.0,,15316.0,21821.0,0.0,-159.0,82.0,95605.0,,262738.0,23675,202410.0,7117.0,185820.0,52257.0
57255,8016.0,760.0,,15397.0,7230.0,0.0,163.0,30.0,12324.0,,98714.0,10263,51130.0,2832.0,47036.0,41102.0
57451,63682.0,6471.0,,207532.0,52721.0,365.0,2436.0,93.0,89769.0,,448758.0,47436,219656.0,6194.0,266492.0,78928.0
57572,23896.0,251.0,,13372.0,627.0,0.0,-108.0,18.0,5008.0,,56394.0,5431,31831.0,1562.0,34028.0,4966.0
57956,12427.0,2205.0,,43860.0,31787.0,0.0,1878.0,28.0,19386.0,,155495.0,15436,97288.0,2819.0,108889.0,25235.0
58074,124420.0,1737.0,,17005.0,6679.0,0.0,282.0,43.0,12423.0,,196387.0,18868,154404.0,4382.0,118051.0,32223.0
58207,46796.0,2184.0,,32811.0,29141.0,0.0,820.0,64.0,98908.0,,232655.0,22440,181477.0,5902.0,128681.0,72575.0
58225,116894.0,3055.0,,47705.0,7196.0,0.0,1868.0,80.0,48969.0,,256884.0,23978,189892.0,5528.0,166825.0,59994.0
58243,,,,,,,,,,,,237823,,,,
58355,0.0,32.0,,0.0,174.0,0.0,0.0,3.0,994.0,,7434.0,793,3850.0,218.0,2525.0,4101.0
58551,18256.0,1184.0,,77243.0,5731.0,0.0,2580.0,25.0,24200.0,,151120.0,16631,66512.0,2329.0,115580.0,13468.0
58636,29890.0,1838.0,,62690.0,7530.0,868.0,1151.0,107.0,57197.0,,244041.0,23336,131096.0,7418.0,166505.0,32410.0
58757,4074.0,595.0,,7811.0,2769.0,0.0,73.0,14.0,19443.0,,52546.0,5364,32770.0,1236.0,38976.0,6989.0
58971,568598.0,73573.0,,865127.0,648953.0,17700.0,12839.0,734.0,1214938.0,,4075214.0,423957,2715764.0,76306.0,3123446.0,317989.0
59316,155620.0,5345.0,,145424.0,12428.0,0.0,5913.0,138.0,263565.0,,676993.0,82732,460545.0,10584.0,496911.0,31143.0
59352,13913.0,2272.0,,171015.0,19204.0,0.0,3203.0,69.0,64804.0,,324218.0,35135,114266.0,5098.0,266599.0,21572.0
59679,17360.0,97.0,,1597.0,25.0,0.0,19.0,5.0,503.0,,25616.0,2497,18333.0,605.0,17033.0,6058.0
59754,2226.0,122.0,,3139.0,1583.0,0.0,123.0,9.0,1811.0,,13695.0,1233,7610.0,459.0,7349.0,5100.0
60143,,,,,,,,,,,,7047290,,,,
60330,78453.0,4679.0,,86079.0,46329.0,654.0,1489.0,212.0,189396.0,,495981.0,46602,343001.0,15389.0,313838.0,93943.0
60433,22985.0,675.0,,10979.0,552.0,0.0,113.0,18.0,40609.0,,88180.0,8086,65789.0,2142.0,72335.0,7433.0
60545,22033.0,922.0,,95309.0,18325.0,0.0,2005.0,15.0,30855.0,,200230.0,19978,94763.0,1586.0,152905.0,23078.0
60554,3696.0,466.0,,21059.0,6207.0,174.0,483.0,18.0,9545.0,,63092.0,5411,32822.0,1259.0,43033.0,14085.0
60648,64213.0,3188.0,,7282.0,13898.0,707.0,662.0,71.0,52395.0,,238304.0,21932,151111.0,5515.0,140963.0,73700.0
61122,350441.0,20135.0,,277819.0,62919.0,0.0,4779.0,356.0,489140.0,,1426147.0,142172,947122.0,29156.0,1031176.0,37785.0
61355,57056.0,7979.0,,190912.0,62013.0,16303.0,5961.0,187.0,180569.0,,656183.0,73766,369126.0,19832.0,508124.0,36957.0
61476,77854.0,850.0,,19299.0,681.0,0.0,126.0,30.0,22520.0,,171699.0,11343,109463.0,3044.0,133106.0,23259.0
61757,14944.0,2612.0,,19766.0,14641.0,0.0,1668.0,48.0,106915.0,,204829.0,24318,146518.0,3233.0,118957.0,59672.0
61832,62278.0,4919.0,,32750.0,4360.0,0.0,-2658.0,76.0,62335.0,,190302.0,20987,133602.0,6123.0,141044.0,16522.0
61953,14456.0,421.0,,5410.0,8321.0,0.0,130.0,27.0,1315.0,,66087.0,5402,29369.0,2025.0,36515.0,23984.0
62044,5495.0,273.0,,3008.0,1908.0,0.0,-40.0,9.0,1726.0,,21990.0,2577,10847.0,605.0,12660.0,6344.0
62110,0.0,0.0,,4462.0,0.0,0.0,126.0,13.0,0.0,,9362.0,8013,0.0,5252.0,0.0,0.0
62147,14330.0,652.0,,13114.0,3360.0,244.0,96.0,24.0,22636.0,,63645.0,6485,43013.0,2115.0,38727.0,17414.0
63050,31974.0,1053.0,,35642.0,4731.0,0.0,921.0,33.0,16010.0,,127485.0,16379,65132.0,2725.0,72596.0,36225.0
63069,,,,,,,,,,,,2227199,,,,
63078,117564.0,19954.0,,276741.0,92144.0,3410.0,12401.0,459.0,722996.0,,1676965.0,185499,1115599.0,46004.0,1313569.0,171910.0
63201,40139.0,362.0,,11159.0,6033.0,0.0,1050.0,22.0,8596.0,,117688.0,10990,62211.0,2138.0,75189.0,29897.0
63359,14126.0,4970.0,,32663.0,34785.0,0.0,-6825.0,38.0,7740.0,,106075.0,298,59149.0,5354.0,66319.0,39142.0
63573,75926.0,3999.0,,43752.0,14802.0,0.0,2292.0,38.0,166192.0,,357167.0,70406,283540.0,6481.0,201338.0,74475.0
63733,69782.0,3083.0,,149745.0,19598.0,0.0,3565.0,124.0,85998.0,,435524.0,43037,214761.0,7823.0,275660.0,90127.0
63742,21688.0,3665.0,,56.0,56278.0,0.0,1637.0,38.0,96483.0,,199963.0,26110,179387.0,3706.0,123319.0,43178.0
63751,4449.0,97.0,,1424.0,123.0,0.0,-11.0,8.0,744.0,,9289.0,805,6220.0,381.0,5015.0,3352.0
64150,11894.0,1304.0,,14922.0,10811.0,0.0,1477.0,51.0,30430.0,,117824.0,12109,62094.0,8692.0,37523.0,66331.0
64543,85126.0,11482.0,,92942.0,26393.0,0.0,-347.0,133.0,151262.0,,429931.0,40507,271939.0,10788.0,329068.0,19504.0
64552,16570.0,928.0,,20597.0,7578.0,0.0,412.0,39.0,41241.0,,104831.0,11570,69819.0,4932.0,63074.0,26259.0
64619,,,,,,,,,,,,199773,,,,
64730,36156.0,3106.0,,50361.0,11123.0,473.0,894.0,50.0,75949.0,,211487.0,23941,131085.0,4053.0,126430.0,43284.0
65205,386295.0,3354.0,,158496.0,0.0,0.0,3820.0,82.0,4021.0,,790272.0,129704,391244.0,7716.0,605600.0,50622.0
65241,9854.0,3141.0,,20381.0,5706.0,0.0,182.0,28.0,47478.0,,112058.0,12144,73900.0,2860.0,61933.0,31005.0
65513,,,,,,,,,,,,49418,,,,
65559,27912.0,2064.0,,135626.0,33948.0,1008.0,6548.0,94.0,100275.0,,450006.0,45913,203627.0,6392.0,368968.0,29135.0
65746,116100.0,9482.0,,49322.0,28862.0,0.0,-1515.0,202.0,256540.0,,601973.0,53333,422405.0,18337.0,398187.0,104996.0
65858,197057.0,11382.0,,563412.0,172287.0,4254.0,14833.0,427.0,301380.0,,1437374.0,143197,750123.0,31822.0,1087006.0,170805.0
66015,,,,,,,,,,,,66059,,,,
66154,13047.0,1102.0,,24814.0,7961.0,0.0,260.0,31.0,22924.0,,91638.0,7992,53818.0,2591.0,48908.0,28436.0
66172,241715.0,4173.0,,25915.0,1364.0,0.0,1006.0,107.0,185754.0,,512610.0,52251,429661.0,11910.0,260317.0,75316.0
66275,45854.0,2042.0,,29301.0,23134.0,417.0,700.0,55.0,42944.0,,172290.0,14266,119931.0,4029.0,123598.0,34121.0
66837,66342.0,12016.0,,17297.0,9565.0,0.0,-11912.0,57.0,109086.0,,269939.0,2954,198523.0,7072.0,193777.0,62272.0
67142,53908.0,522.0,,22356.0,5525.0,0.0,863.0,46.0,25992.0,,135293.0,26074,87659.0,3636.0,65997.0,33833.0
67151,42876.0,7846.0,,116910.0,28061.0,142.0,3250.0,95.0,277820.0,,515939.0,50939,351514.0,9325.0,283925.0,133163.0
67209,330460.0,4771.0,,108475.0,13347.0,0.0,4425.0,95.0,138932.0,,632152.0,97172,484721.0,9998.0,433003.0,28945.0
67254,0.0,5.0,,1953.0,0.0,13.0,-611.0,9.0,0.0,,14026.0,1099,36.0,800.0,11930.0,958.0
67311,1796882.0,143753.0,,3197252.0,2363738.0,143130.0,91241.0,3016.0,3370422.0,,14670930.0,1377873,8913263.0,329799.0,10250721.0,1211325.0
68345,53936.0,2285.0,,45674.0,209.0,0.0,1164.0,58.0,33435.0,,217236.0,30271,95175.0,4431.0,135523.0,41980.0
68448,12220.0,401.0,,27893.0,5327.0,0.0,890.0,22.0,31459.0,,95031.0,15574,57006.0,1682.0,55455.0,23577.0
68756,32124.0,1081.0,,89045.0,14540.0,0.0,2762.0,57.0,47240.0,,217885.0,21830,108627.0,5262.0,113977.0,81049.0
68831,17901.0,1528.0,,24420.0,5589.0,0.0,-130.0,41.0,25905.0,,98738.0,8360,55227.0,3037.0,61446.0,28736.0
68840,38908.0,2341.0,,55668.0,15232.0,285.0,806.0,44.0,35338.0,,190196.0,17647,120492.0,4970.0,130286.0,39177.0
68859,53542.0,5811.0,,188078.0,11028.0,0.0,3134.0,102.0,105433.0,,419074.0,48203,174941.0,9182.0,243458.0,122446.0
68943,14808.0,1679.0,,2320.0,4105.0,13.0,160.0,30.0,33056.0,,99140.0,11080,65645.0,2757.0,47405.0,39760.0
69333,141405.0,11828.0,,48210.0,103109.0,0.0,4753.0,316.0,425148.0,,1126460.0,114655,717352.0,24934.0,830270.0,115000.0
69678,73140.0,6009.0,,107718.0,47748.0,3296.0,4605.0,167.0,149418.0,,488851.0,41586,309057.0,14140.0,349720.0,73217.0
69847,2291.0,156.0,,4493.0,742.0,0.0,57.0,7.0,1926.0,,19805.0,2819,7655.0,501.0,11723.0,5169.0
70049,53317.0,3289.0,,27360.0,11291.0,0.0,1729.0,72.0,111728.0,,247138.0,32909,183585.0,5306.0,146430.0,65405.0
70058,15879.0,234.0,,46463.0,4128.0,0.0,777.0,39.0,13596.0,,99214.0,10575,39352.0,2263.0,51833.0,28206.0
70218,17626.0,1233.0,,1786.0,1888.0,0.0,272.0,34.0,62503.0,,87674.0,10273,82017.0,3053.0,56319.0,16599.0
70414,167419.0,2394.0,,167430.0,47602.0,0.0,2788.0,93.0,26217.0,,454143.0,37702,250889.0,6994.0,392615.0,17223.0
70638,31051.0,1846.0,,32484.0,18301.0,0.0,3638.0,74.0,104793.0,,223740.0,21003,173721.0,4969.0,125989.0,58025.0
70955,777.0,122.0,,0.0,1723.0,0.0,138.0,5.0,550.0,,14576.0,2218,7807.0,333.0,8390.0,3807.0
71318,90490.0,6371.0,,109354.0,51399.0,0.0,3829.0,120.0,245707.0,,610184.0,59534,398435.0,12444.0,452441.0,46430.0
71457,6701.0,2957.0,,70625.0,18140.0,0.0,1654.0,54.0,96815.0,,239890.0,25624,145199.0,4038.0,118925.0,50599.0
71859,1050.0,87.0,,3207.0,1017.0,0.0,81.0,7.0,264.0,,8487.0,1271,2867.0,539.0,3957.0,3088.0
72258,24733.0,2585.0,,165355.0,27965.0,2115.0,4145.0,56.0,38827.0,,335258.0,32071,122361.0,4070.0,281825.0,20648.0
72351,11414.0,1483.0,,26175.0,7654.0,0.0,262.0,14.0,6132.0,,62020.0,10731,32469.0,1499.0,34779.0,16091.0
72454,8307.0,577.0,,1.0,11068.0,413.0,685.0,21.0,36187.0,,86337.0,7574,68084.0,2219.0,55187.0,19956.0
72678,52172.0,2282.0,,112304.0,0.0,0.0,2157.0,59.0,1286.0,,467445.0,41892,74364.0,4162.0,308587.0,16421.0
73031,42137.0,4747.0,,3113.0,4681.0,0.0,-5693.0,41.0,33691.0,,102244.0,3963,85345.0,7232.0,53673.0,43568.0
73116,74280.0,11484.0,,103317.0,38702.0,0.0,-131.0,134.0,288032.0,,553391.0,41503,402498.0,14354.0,451608.0,32635.0
73152,6600.0,884.0,,46225.0,7919.0,0.0,1738.0,19.0,8231.0,,87050.0,12106,32338.0,1464.0,43858.0,28382.0
73554,7194.0,2372.0,,16859.0,16069.0,0.0,173.0,46.0,42523.0,,142333.0,15794,101694.0,3865.0,94740.0,23552.0
73956,3042.0,572.0,,20647.0,4467.0,0.0,388.0,16.0,3484.0,,56598.0,7593,23133.0,1362.0,30377.0,18386.0
74056,3260.0,716.0,,14616.0,3000.0,0.0,731.0,24.0,26372.0,,104397.0,9232,64079.0,1688.0,52818.0,27809.0
74140,300130.0,12373.0,,411618.0,93068.0,0.0,8736.0,296.0,296704.0,,1268046.0,103998,752052.0,24897.0,886475.0,58511.0
74159,316.0,215.0,,7210.0,2698.0,0.0,351.0,12.0,10663.0,,31883.0,3186,21009.0,840.0,13576.0,13376.0
74403,170892.0,6122.0,,140400.0,31682.0,0.0,3013.0,128.0,177430.0,,635841.0,66722,401118.0,13160.0,317038.0,155381.0
74449,8429.0,87.0,,0.0,180.0,0.0,154.0,9.0,1606.0,,20309.0,3210,11436.0,461.0,12263.0,4786.0
74458,12836.0,895.0,,5622.0,16244.0,0.0,345.0,19.0,41935.0,,104881.0,10304,72659.0,2091.0,54076.0,35279.0
75053,31774.0,3179.0,,236222.0,12062.0,0.0,579.0,81.0,37542.0,,388777.0,49043,92201.0,6950.0,198224.0,63533.0
75259,24630.0,1162.0,,5920.0,22213.0,0.0,-366.0,55.0,48017.0,,151070.0,15163,100456.0,5807.0,123648.0,12044.0
75446,35609.0,2184.0,,129106.0,5031.0,0.0,2187.0,45.0,43755.0,,245144.0,28480,103107.0,3760.0,140439.0,43419.0
