,RIAD3210,RCON2170,RCON3360,RCONC410,RCONC411,RCON3123,RIAD4093,RIAD4340,RCON2215,RCON2385,RCON3545,Target,AsOfDate
6119,42301,8314,28846,459,33330,0,176,0,4046,1303,71,0,9/30/2010
6120,53944,8141,42752,1597,37252,0,504,0,2972,1811,-888,0,9/30/2010
6121,371853,61888,250530,5332,263648,0,168,34,33905,8981,1369,0,9/30/2010
6122,32497,18866,11353,82,5760,0,0,0,2056,345,209,0,9/30/2010
6123,143258,42411,83096,3042,111522,0,219,0,14287,4823,560,0,9/30/2010
6124,128588,22814,89096,1387,105778,0,0,0,12513,1461,1218,0,9/30/2010
6125,330845,75219,223446,2617,279374,0,18,90,31790,4431,7207,0,9/30/2010
6126,45695,12040,28347,387,38950,0,0,0,4591,1215,237,0,9/30/2010
6127,173122,53976,82893,1146,107068,0,0,0,20124,3302,1879,0,9/30/2010
6128,30314,9222,16869,172,15769,0,0,0,4160,507,451,0,9/30/2010
6129,74135,23675,37905,933,48209,0,0,0,8280,2216,-43,0,9/30/2010
6130,42663,9213,29562,552,27943,0,0,0,3619,1487,-671,0,9/30/2010
6131,218932,49268,143409,1481,146616,0,596,0,19944,4828,703,0,9/30/2010
6132,76568,14280,42866,2380,52734,0,830,0,6780,2094,-792,0,9/30/2010
6133,138753,20843,99944,1401,68808,0,0,0,17719,1766,1420,0,9/30/2010
6134,68445,13226,49899,1154,56246,0,517,0,4898,1548,305,0,9/30/2010
6135,206721,38411,126536,1601,96205,0,6156,82,29533,4245,1427,0,9/30/2010
6136,111760,4859,89760,776,57533,0,0,0,14934,2745,-1285,0,9/30/2010
6137,217461,12905,180579,5285,146728,0,2849,0,15654,6011,-5015,0,9/30/2010
6138,679785,155735,382814,6534,400035,0,582,0,57243,18286,824,0,9/30/2010
6139,592727,176230,358637,8030,412597,0,447,0,55994,12086,2047,0,9/30/2010
6140,1160261,50968,812338,13018,729902,6150,4098,0,95707,24020,8067,0,9/30/2010
6141,401281,16591,311249,8907,300934,0,284,0,33141,6408,-2667,0,9/30/2010
6142,433265,28814,362233,9831,339019,0,0,0,36042,11224,-5945,0,9/30/2010
6143,59531,14059,34556,1525,34153,0,170,0,10471,1477,378,0,9/30/2010
6144,1481890,182147,934813,23039,1111204,0,1282,0,160676,25787,13496,0,9/30/2010
6145,18017,4826,10300,134,7729,0,0,0,2798,514,69,0,9/30/2010
6146,808719,124474,552319,5849,565737,0,2391,0,89403,15280,2669,0,9/30/2010
6147,157523,44614,86539,848,119663,0,0,0,24332,4229,1438,0,9/30/2010
6148,36416,10900,22416,446,24234,0,1188,0,2561,1369,-27,0,9/30/2010
6149,1942,45,2192,146,1593,0,0,0,-312,662,-439,0,9/30/2010
6150,323813,71425,174769,2036,235575,0,0,0,31454,7640,2600,0,9/30/2010
6151,79136,18432,47153,1661,43824,0,363,0,13406,1987,227,0,9/30/2010
6152,222851,22251,178184,3481,156863,0,1660,0,20539,6807,-559,0,9/30/2010
6153,5470740,951830,3058092,42909,3088289,0,2675,0,660567,113880,48679,0,9/30/2010
6154,613399,28067,466614,10542,390773,0,2771,0,66203,20188,5853,0,9/30/2010
6155,66168,16925,38181,1465,51592,0,133,0,4886,2006,-242,0,9/30/2010
6156,721069,29033,533635,4531,522399,0,0,333,59573,19423,2548,0,9/30/2010
6157,222903,37470,163223,1646,182732,0,0,0,20910,3606,2183,0,9/30/2010
6158,179055,52264,99461,1398,108871,0,116,0,24979,3172,1438,0,9/30/2010
6159,88036,0,69766,360,57369,0,0,0,8575,964,631,0,9/30/2010
6160,548760,26213,377381,7064,385275,0,1695,0,51413,10239,2526,0,9/30/2010
6161,34016,15693,14356,250,16748,0,0,0,3653,632,219,0,9/30/2010
6162,367530,49259,261635,2410,206055,0,52,0,36197,9466,3030,0,9/30/2010
6163,52539,10698,26263,661,33722,0,0,0,5246,884,464,0,9/30/2010
6164,140119,11718,102007,1406,109941,0,0,0,15038,2975,638,0,9/30/2010
6165,115880,29482,57069,1323,66809,0,0,0,16625,2240,1366,0,9/30/2010
6166,142737,21823,102153,1725,103739,0,285,0,14567,3692,276,0,9/30/2010
6167,267124,11784,226503,2174,134380,0,3546,4227,25563,7736,-72,0,9/30/2010
6168,53946,16142,32623,250,19361,0,0,0,5095,738,262,0,9/30/2010
6169,24378,6283,14970,119,18244,0,0,0,3072,525,282,0,9/30/2010
6170,94367,20932,60995,1205,43667,0,139,0,8182,1647,-364,0,9/30/2010
6171,47050,11920,23585,337,32848,0,0,0,6602,800,708,0,9/30/2010
6172,91059,27073,53084,691,55185,0,0,0,8496,2356,475,0,9/30/2010
6173,161252,29064,112609,1489,128435,0,0,0,17245,4972,804,0,9/30/2010
6174,330282,97447,155416,4181,258546,0,9552,0,30503,9074,1103,0,9/30/2010
6175,214911,50371,141891,1740,119988,0,0,0,18412,3937,1840,0,9/30/2010
6176,82841,25845,49585,590,52557,0,0,0,7219,2265,-664,0,9/30/2010
6177,77622,13353,49406,1275,62701,0,0,0,9198,1705,352,0,9/30/2010
6178,266937,23586,217473,2089,158437,0,0,0,24646,8780,-106,0,9/30/2010
6179,437613,30752,344483,4725,336510,0,0,0,41093,6938,1879,0,9/30/2010
6180,1039030,66464,807195,21810,575334,0,10840,0,95868,24694,-86,0,9/30/2010
6181,24045,9573,11243,126,12031,0,8,0,2239,606,-13,0,9/30/2010
6182,120383,11651,94681,1544,85935,0,851,0,13029,3339,-3099,0,9/30/2010
6183,2272590,142470,1550795,23311,1534912,0,271,0,204535,68399,12228,0,9/30/2010
6184,33914,0,0,0,0,0,0,0,30266,18595,1271,0,9/30/2010
6185,18577844,2365918,12028505,197539,9668019,22935,14658,0,1808523,483883,158752,0,9/30/2010
6186,96588,32712,51195,412,56116,0,135,11,10928,2110,930,0,9/30/2010
6187,33500,20069,10503,307,13353,0,0,0,2898,683,271,0,9/30/2010
6188,231711,72902,131887,2415,145366,0,2,240,22434,5086,1322,0,9/30/2010
6189,595807,39555,365196,4151,280921,0,137,0,87251,9638,5304,0,9/30/2010
6190,818591,65146,674018,8273,637052,0,2124,0,77742,18614,5816,0,9/30/2010
6191,162570,22806,93314,450,118999,0,0,0,17724,2290,2168,0,9/30/2010
6192,34412,9168,20862,713,30843,0,226,0,3279,888,167,0,9/30/2010
6193,14735,1437,11550,234,11414,0,0,0,1527,293,282,0,9/30/2010
6194,118411,41655,64624,290,17825,0,0,0,11624,1895,282,0,9/30/2010
6195,238668,78915,130624,1552,190870,0,75,0,27233,7634,2711,0,9/30/2010
6196,255555,41175,136792,1190,140216,0,1715,0,33901,7054,1133,0,9/30/2010
6197,158654,3865,117122,2267,127694,0,4941,1305,14067,2440,204,0,9/30/2010
6198,89047,28779,46622,959,55281,0,165,0,10802,2808,252,0,9/30/2010
6199,41352,7007,29503,535,33684,0,0,0,4771,910,162,0,9/30/2010
6200,271287,96834,146471,4604,158181,0,0,0,20305,8733,-1225,0,9/30/2010
6201,207605,55265,119102,2096,145012,0,0,0,18664,5441,1112,0,9/30/2010
6202,683475,96726,441259,3536,278370,0,1910,0,80598,12036,1109,0,9/30/2010
6203,379232,70887,227983,8454,276251,0,0,0,23945,7647,371,0,9/30/2010
6204,134762,36882,79763,1007,102889,0,0,0,10534,3449,737,0,9/30/2010
6205,299476,9281,236073,1490,129775,0,0,0,25112,5415,579,0,9/30/2010
6206,105971,25494,70192,1339,79313,0,0,322,10072,2916,206,0,9/30/2010
6207,137739,14979,91874,876,62020,0,0,0,15152,2587,566,0,9/30/2010
6208,69823,15539,45054,1086,44806,0,32,0,8982,1805,-743,0,9/30/2010
6209,335845,29303,264110,2132,155924,0,0,0,41317,7482,2358,0,9/30/2010
6210,84743,32895,38872,864,41213,0,2,0,12807,993,966,0,9/30/2010
6211,190752,57998,102661,1606,106752,0,0,0,22015,4274,1190,0,9/30/2010
6212,121733,17796,92608,1348,96692,0,0,0,10048,3369,247,0,9/30/2010
6213,377909,33824,253477,3198,246410,0,15,0,50207,16960,3391,0,9/30/2010
6214,68886,14060,26368,778,45974,0,17,0,9763,1911,608,0,9/30/2010
6215,704829,61802,501864,4765,415781,0,12745,0,76647,18095,6674,0,9/30/2010
6216,225691,16175,179862,1798,128308,0,0,0,27372,5434,1701,0,9/30/2010
6217,14606,4637,8627,87,9666,0,0,0,1265,368,69,0,9/30/2010
6218,838024,41088,610379,44591,668406,0,2423,0,120395,23821,-19528,0,9/30/2010
6219,4284167,494109,2977637,45132,2551359,0,82942,244,526029,88540,28523,0,9/30/2010
6220,2159465,548546,1268414,52908,1458094,0,41316,0,236710,46877,-10712,0,9/30/2010
6221,76428,20087,42527,2573,63434,0,0,0,6606,3217,-1606,0,9/30/2010
6222,14796,1626,1755,15,687,0,0,0,11396,1023,-1002,0,9/30/2010
6223,283107,21668,219245,2844,131944,0,0,0,32017,4554,-80,0,9/30/2010
6224,501523,95413,283542,5974,353458,0,454,0,62229,7776,1758,0,9/30/2010
6225,61866,9009,25076,109,9494,0,92,0,7575,617,599,0,9/30/2010
6226,100275,11110,77997,5284,80839,0,4770,0,10859,1943,-4275,0,9/30/2010
6227,330314,102993,201008,556,137075,0,0,0,24856,5764,2098,0,9/30/2010
6228,21480,3405,16039,665,14469,0,0,4,1949,592,144,0,9/30/2010
6229,192169,46340,110911,2846,122983,0,0,0,30647,4895,2359,0,9/30/2010
6230,349805,27015,245038,3686,211397,0,843,0,31395,8504,912,0,9/30/2010
6231,217568,74992,122321,2056,150816,0,83,0,19582,3967,1146,0,9/30/2010
6232,504846,24338,428299,7693,405632,0,5253,0,40547,13202,5663,0,9/30/2010
6233,245780,66055,121777,5260,170456,0,1070,0,30358,5072,-1240,0,9/30/2010
6234,156512,18137,86212,474,75172,0,0,0,23281,3225,699,0,9/30/2010
6235,690562,108549,464454,3935,432249,0,2764,0,79792,19743,8392,0,9/30/2010
6236,170044,21175,119229,1400,130776,0,0,0,14993,3361,547,0,9/30/2010
6237,710089,153850,473509,6016,475532,0,2442,0,74664,14541,4261,0,9/30/2010
6238,123693,31476,70082,1700,107566,0,6,0,12315,3008,1684,0,9/30/2010
6239,242171,62687,147426,2988,193930,0,4121,0,31301,5088,498,0,9/30/2010
6240,323230,18798,258131,6105,232389,26,3779,0,32111,7801,-557,0,9/30/2010
6241,131142,7077,110592,1362,88478,0,1259,0,5045,3784,-649,0,9/30/2010
6242,465659,94505,292748,2637,212558,0,223,0,47354,11379,2693,0,9/30/2010
6243,350736,33980,262280,3421,197843,0,28,0,48666,8014,3982,0,9/30/2010
6244,147001,26733,105252,1610,78390,17,2572,0,13775,2874,311,0,9/30/2010
6245,204823,33525,125803,973,87737,0,0,0,23219,3184,1749,0,9/30/2010
6246,164375,16838,131569,2615,117858,0,0,0,14668,4052,-169,0,9/30/2010
6247,36022,7637,23231,90,11741,0,0,0,4679,737,181,0,9/30/2010
6248,163880,12311,117722,6968,111852,97,0,0,8083,4739,-8819,0,9/30/2010
6249,126548,24131,83226,857,77646,0,0,0,14123,2724,1219,0,9/30/2010
6250,260375,441971,588726,,84338,38438,5117,,,,,0,9/30/2010
6251,258343,73933,159048,2343,175723,0,16,0,20784,7035,753,0,9/30/2010
6252,7918,1439,5849,30,3763,0,0,0,607,229,14,0,9/30/2010
6253,1073323,59311,847286,14704,757265,0,3279,0,101145,20735,4518,0,9/30/2010
6254,34068,9565,19196,271,27989,0,0,0,4853,1237,561,0,9/30/2010
6255,38590,7285,23551,318,30072,0,0,0,5218,642,275,0,9/30/2010
6256,18727,2132,12110,73,9361,0,0,0,4435,315,-17,0,9/30/2010
6257,58653,17640,33058,1006,39647,0,36,0,7875,1554,-205,0,9/30/2010
6258,331204,112451,160588,3833,246709,0,0,238,32188,7022,3563,0,9/30/2010
6259,28762,518,250,0,7598,0,0,0,7880,6796,2644,0,9/30/2010
6260,97635,31502,46471,800,71161,0,720,71,7834,2557,181,0,9/30/2010
6261,391434,75894,265268,5139,275002,0,1881,0,35697,6211,1485,0,9/30/2010
6262,237662,25111,175296,3873,203931,0,0,0,27629,2888,2626,0,9/30/2010
6263,76660,29366,35388,250,10207,0,0,0,11388,1117,393,0,9/30/2010
6264,143200,25220,101579,1319,80256,0,2188,0,12690,2865,777,0,9/30/2010
6265,182659,62473,92787,2665,116882,0,558,0,17247,3605,345,0,9/30/2010
6266,395019,84552,260964,2662,208987,0,12,0,43819,6506,2500,0,9/30/2010
6267,31043,4812,22347,565,26674,0,0,0,3359,863,496,0,9/30/2010
6268,119203,27572,73496,309,21643,0,0,0,16681,1685,1150,0,9/30/2010
6269,334094,22033,234616,5879,270224,0,6717,0,34438,7616,1200,0,9/30/2010
6270,573737,73030,328974,10394,415912,0,6346,0,56635,12120,577,0,9/30/2010
6271,68575,17177,42564,435,41887,0,649,0,8219,1713,255,0,9/30/2010
6272,77667,15234,44932,1063,50937,0,0,0,10822,2333,1409,0,9/30/2010
6273,867970,74722,677427,8298,564406,3114,665,0,67061,15180,6296,0,9/30/2010
6274,52377,321417,373725,,62052,7541,3147,,,,,0,9/30/2010
6275,124284,27950,85765,1012,80544,0,72,0,10081,2180,516,0,9/30/2010
6276,240544,91634,126615,2652,144949,0,3530,0,20595,6925,507,0,9/30/2010
6277,1059926,267473,665565,7575,600524,0,7542,0,96545,18295,9183,0,9/30/2010
6278,157427,37879,87801,2688,105049,0,273,0,23102,5515,-362,0,9/30/2010
6279,354650,55353,236147,2407,173894,0,0,0,62043,5358,3139,0,9/30/2010
6280,259916,72897,132831,4089,208530,0,799,0,39298,4985,-436,0,9/30/2010
6281,313168,75887,203549,4961,220925,0,0,0,26306,6730,-2541,0,9/30/2010
6282,230483,96570,104976,3196,167316,0,0,0,26971,5859,1730,0,9/30/2010
6283,164817,24786,120932,1296,107950,0,0,0,17680,3445,1058,0,9/30/2010
6284,92023,9926,67471,2108,66118,0,1304,0,10289,2456,-329,0,9/30/2010
6285,250170,87784,124726,3714,184402,0,0,0,19186,6739,-2318,0,9/30/2010
6286,153809,49588,88956,829,48131,0,43,0,13567,4110,1212,0,9/30/2010
6287,928600,13303,635656,7417,584702,0,3653,849,74868,18231,5230,0,9/30/2010
6288,295785,21538,230843,1836,165775,0,16,0,31623,5473,1996,0,9/30/2010
6289,711610,118715,477988,7672,489391,0,1553,0,65160,16823,2779,0,9/30/2010
6290,424950,125531,212533,3472,271950,0,1243,0,45347,7670,4943,0,9/30/2010
6291,532549,27119,429748,6903,377402,1249,715,0,61392,9896,4970,0,9/30/2010
6292,814696,111780,547417,10694,642929,0,3363,1375,76655,23107,3209,0,9/30/2010
6293,26681,9098,13284,147,14657,0,0,0,3969,880,125,0,9/30/2010
6294,335183,16199,244984,5668,279862,0,0,0,37764,6875,1131,0,9/30/2010
6295,22538,3908,14623,244,13778,0,0,0,3967,407,-80,0,9/30/2010
6296,275333,69488,143666,3235,161438,0,326,0,21717,4965,944,0,9/30/2010
6297,383238,79925,252348,4084,294236,0,706,0,38522,7871,2243,0,9/30/2010
6298,1228865,49789,959279,27754,854637,0,16327,0,114047,21849,859,0,9/30/2010
6299,205532,68552,87853,4682,129986,0,465,0,32767,5789,-505,0,9/30/2010
6300,470502,79876,313694,7255,372614,0,2983,0,43704,15630,138,0,9/30/2010
6301,61308,6637,47495,613,44119,0,0,0,7050,1371,-262,0,9/30/2010
6302,84058,19068,44858,883,64860,0,0,0,16820,1415,1816,0,9/30/2010
6303,79550,13529,54590,707,47022,0,111,0,7588,1513,150,0,9/30/2010
6304,2366229,147111,1792122,55702,1809663,0,5906,39,264904,58832,13554,0,9/30/2010
6305,228828,68120,135399,3962,162968,0,920,0,19953,4853,-1609,0,9/30/2010
6306,1278500,160358,987254,8231,454114,0,333,0,113274,30873,-12534,0,9/30/2010
6307,1360818,8594,1081252,34652,778434,0,17540,18720,173002,50514,-20184,0,9/30/2010
6308,132750,24080,48967,1044,50156,0,0,0,14371,2029,-612,0,9/30/2010
6309,131268,14271,96935,1313,95987,0,400,0,11050,2897,2,0,9/30/2010
6310,1516046,83770,1157956,18196,1139097,0,1765,0,97802,30505,5014,0,9/30/2010
6311,43513,13389,23191,253,22665,0,0,0,6753,991,-72,0,9/30/2010
6312,6373600,2065002,2249890,85283,5178824,192734,133888,0,737808,137007,19498,0,9/30/2010
6313,440032,98226,272993,5080,350677,0,1582,90,40643,8188,495,0,9/30/2010
6314,315168,34584,228360,4967,223868,0,966,0,25910,6243,-2315,0,9/30/2010
6315,256673,38659,173117,2709,204025,0,0,0,20081,4343,1586,0,9/30/2010
6316,632496,27635,520711,8150,468082,0,785,0,48768,12251,2171,0,9/30/2010
6317,19504,9627,7635,72,6558,0,0,0,2150,408,124,0,9/30/2010
6318,142233,14985,97502,1874,104260,0,583,0,18239,3837,-331,0,9/30/2010
6319,273079,68054,171199,2423,186406,0,0,0,23075,9619,-3779,0,9/30/2010
6320,82797,31752,35907,2277,56386,0,434,0,6879,3254,-4564,0,9/30/2010
6321,72039,26680,37346,209,47331,0,0,0,7563,2001,653,0,9/30/2010
6322,1175397,103681,857361,43390,781594,0,31002,0,114226,26382,-24779,0,9/30/2010
6323,1272344,137806,901475,20707,988108,0,38595,1925,116859,31202,-5226,0,9/30/2010
6324,260785,62081,173208,1148,139806,0,1589,0,21215,6010,871,0,9/30/2010
6325,48540,11094,29477,647,31687,0,331,0,4904,1169,149,0,9/30/2010
6326,557023,14957,416106,17895,513480,0,3766,0,70347,20731,4689,0,9/30/2010
6327,310037,65846,207793,3923,206480,0,6532,0,23399,6207,952,0,9/30/2010
6328,3604867,151174,2488763,67282,2203021,0,1684,0,397309,74750,15608,0,9/30/2010
6329,289783,66114,200633,3583,229960,0,5585,0,18933,6410,-5171,0,9/30/2010
6330,226070,50421,130420,3011,166992,0,0,0,24851,4273,2861,0,9/30/2010
6331,255299,64554,130623,5334,196008,0,581,0,32429,8127,232,0,9/30/2010
6332,122598,12572,96148,4078,94609,0,0,0,12867,4089,-2650,0,9/30/2010
6333,244365,47717,151659,5452,180496,0,2352,0,21441,5062,-958,0,9/30/2010
6334,88615,14876,61344,1244,70005,0,13,0,7973,1788,312,0,9/30/2010
6335,1072492,94343,804589,8052,785414,0,2357,0,107574,21733,12841,0,9/30/2010
6336,93561,41262,34140,149,27775,0,0,0,16330,3599,1050,0,9/30/2010
6337,15980,3471,8053,136,14403,0,0,0,1285,281,218,0,9/30/2010
6338,69628,18888,42051,524,33288,0,0,0,8034,1720,335,0,9/30/2010
6339,221802,115512,76031,328,22574,0,0,0,19423,24560,1822,0,9/30/2010
6340,62938,35444,19201,227,18251,0,26,0,8229,1426,581,0,9/30/2010
6341,99410,48688,40762,2620,49813,0,77,0,9380,3632,-320,0,9/30/2010
6342,208224,36305,143666,2751,139181,0,2491,0,27395,5657,-585,0,9/30/2010
6343,231020,24443,161637,2637,187722,0,2328,0,23922,5321,855,0,9/30/2010
6344,483392,33377,351705,7340,371671,0,319,0,50118,7592,3584,0,9/30/2010
6345,1295652,47398,1107536,9408,943136,0,0,0,122188,15157,7297,0,9/30/2010
6346,282396,71265,158594,1937,122139,0,18,0,32520,5712,1935,0,9/30/2010
6347,493383,21550,396602,5997,368407,0,2207,0,46375,12500,3506,0,9/30/2010
6348,115209,33022,65396,1129,83822,0,205,0,13313,1844,1851,0,9/30/2010
6349,89225,18749,53547,1985,73795,0,0,0,10679,2155,239,0,9/30/2010
6350,1052547,78547,770353,13226,636067,0,1840,172,102484,23540,2205,0,9/30/2010
6351,1401578,40836,877360,10368,806585,0,4014,0,168154,26931,5816,0,9/30/2010
6352,972214,512846,351813,3931,275240,0,0,0,79438,144149,17552,0,9/30/2010
6353,174216,49186,96417,1648,106415,0,1740,0,21389,4589,186,0,9/30/2010
6354,432948,117528,269188,3255,289592,0,2309,0,41187,7770,2434,0,9/30/2010
6355,114787,13664,75809,1777,102201,0,0,0,10685,9500,-597,0,9/30/2010
6356,195448,6196,178389,4126,115964,0,4718,0,9692,18626,-1434,0,9/30/2010
6357,6789250,495444,4428144,68764,4316036,0,25444,378,832411,102043,37541,0,9/30/2010
6358,1624870,74283,1062320,26456,1086216,0,14625,8416,99048,39482,-61174,0,9/30/2010
6359,260524,93448,128919,5543,206716,0,0,0,29199,7206,2013,0,9/30/2010
6360,109940,44210,58473,1955,81669,0,26,0,5080,4152,-3639,0,9/30/2010
6361,84469,27530,42992,820,52601,0,0,0,7087,1601,913,0,9/30/2010
6362,964909,168320,693247,22834,774696,0,0,0,92483,23757,2320,0,9/30/2010
6363,309087,52758,197740,4076,237427,0,0,0,31007,8041,2151,0,9/30/2010
6364,288714,36541,218901,6631,200116,0,3964,0,26559,10917,-1493,0,9/30/2010
6365,919183,54101,781508,30082,701511,0,30769,8643,56757,23486,-13392,0,9/30/2010
6366,315855,44574,213064,8852,227170,0,1846,0,22238,7348,-14338,0,9/30/2010
6367,264505,22805,225288,9715,201352,0,12526,0,13641,7840,-13135,0,9/30/2010
6368,154608,4690,112243,3186,123564,0,56,0,15321,2841,259,0,9/30/2010
6369,1827205,235936,1253574,51533,1317509,0,7092,0,77785,44318,-11058,0,9/30/2010
6370,3518752,76394,2561687,21279,2419868,0,52219,0,779154,109207,59224,0,9/30/2010
6371,88291,18770,56306,870,68869,0,0,0,9415,2335,11,0,9/30/2010
6372,224388,45912,144119,7357,177829,0,4377,0,8731,5930,-6360,0,9/30/2010
6373,269724,68832,172177,2906,207342,0,0,889,27458,6507,1030,0,9/30/2010
6374,48131,10598,30552,261,32070,0,0,0,6906,1482,-356,0,9/30/2010
6375,61696,9468,44834,1030,44684,0,0,0,6517,1481,25,0,9/30/2010
6376,95386,18433,64975,569,60250,0,0,0,11580,2309,230,0,9/30/2010
6377,598421,139067,313518,6263,407976,0,823,0,63102,13673,2477,0,9/30/2010
6378,4515076,164824,3401875,89509,3015793,19867,28271,24,645279,116033,31726,0,9/30/2010
6379,199913,57143,110656,2170,128971,0,0,0,22070,4174,253,0,9/30/2010
6380,54411,4401,44774,1018,34206,0,0,0,5075,2619,-237,0,9/30/2010
6381,62600,21207,27508,548,47623,0,0,0,4816,1142,448,0,9/30/2010
6382,158396,18471,116718,2720,134670,0,0,0,14986,3816,760,0,9/30/2010
6383,2320371,293359,1707568,51535,1852854,0,22323,0,248854,50086,-2904,0,9/30/2010
6384,35539,10315,20411,253,21138,0,23,0,4784,696,53,0,9/30/2010
6385,205893,47981,131121,3688,148456,0,0,0,24806,4919,1190,0,9/30/2010
6386,96700,25652,45775,1233,41226,0,2400,0,7320,3517,-2396,0,9/30/2010
6387,1539481,46883,1223409,22090,933999,0,7453,0,157199,45384,4953,0,9/30/2010
6388,124505,2072,108565,1686,104882,0,0,0,13459,2272,-602,0,9/30/2010
6389,151502,74228,62400,1216,91190,0,0,0,14235,4654,729,0,9/30/2010
6390,34343,8657,19233,384,22562,0,0,0,4167,942,379,0,9/30/2010
6391,124354,47386,60476,548,86848,0,1963,0,10217,2537,-117,0,9/30/2010
6392,1271741,109480,929377,5231,539825,0,22554,0,192755,19548,43086,0,9/30/2010
6393,85795,17229,39834,1317,68656,0,183,437,9717,1785,2017,0,9/30/2010
6394,181517,47477,84820,1624,109606,0,0,0,31517,3979,516,0,9/30/2010
6395,2904875,116359,1940805,28165,2008535,4964,3125,89,296525,62666,17922,0,9/30/2010
6396,744065,100902,474486,4427,432782,0,1242,0,110455,12018,5155,0,9/30/2010
6397,52733,11804,30821,616,36330,0,23,0,9922,1623,593,0,9/30/2010
6398,202392,34228,85109,1697,44641,0,237,0,40249,2254,2528,0,9/30/2010
6399,1010342,67274,781533,13142,768165,0,9297,0,109696,25403,6687,0,9/30/2010
6400,241318,86565,123047,4289,135545,0,561,0,23183,5342,1110,0,9/30/2010
6401,1304907,152123,933767,11714,725457,0,1943,0,122547,30780,5505,0,9/30/2010
6402,68096,20764,37079,495,42565,0,0,0,5564,944,470,0,9/30/2010
6403,224727,42758,123467,3830,166761,0,629,0,25355,4261,224,0,9/30/2010
6404,90187,10145,58832,887,71745,0,3178,0,8209,2160,-221,0,9/30/2010
6405,85753,28709,46338,1071,42573,0,0,0,9444,2120,-720,0,9/30/2010
6406,148030,34624,91896,3239,110259,0,1202,0,12992,3813,-1912,0,9/30/2010
6407,80112,7823,59097,923,46148,0,1354,0,8546,1139,173,0,9/30/2010
6408,170016,34442,115005,1781,126814,0,0,0,15814,4887,394,0,9/30/2010
6409,287171,19155,240844,2126,188570,0,44,132,25885,6833,1837,0,9/30/2010
6410,171442,35794,104975,1797,101559,0,681,0,16930,4950,900,0,9/30/2010
6411,233244,42586,132722,2172,177063,0,1623,0,35976,3841,1833,0,9/30/2010
6412,61480,19056,34946,738,34044,0,111,4,7206,1953,243,0,9/30/2010
6413,172157,9889,127463,1800,109673,0,39,1112,23847,3778,1301,0,9/30/2010
6414,89090,30032,48589,684,52762,0,0,0,10158,1659,1428,0,9/30/2010
6415,426912,33783,325263,13200,388475,0,1133,0,35845,4163,-119,0,9/30/2010
6416,748719,17953,587884,8467,451514,0,5022,0,75185,19146,-4246,0,9/30/2010
6417,66998,33480,27044,246,24120,0,0,0,5420,1809,236,0,9/30/2010
6418,99333,35938,54310,2053,51250,0,114,0,8165,2732,419,0,9/30/2010
6419,68573,10426,52349,1192,54021,0,442,0,3603,1396,-169,0,9/30/2010
6420,672289,94104,495467,7567,493386,0,5391,9015,46229,16892,4523,0,9/30/2010
6421,710616,132941,491069,12094,490393,0,12094,0,80487,26920,-15281,0,9/30/2010
6422,80276,27406,40210,584,29909,0,0,0,12418,1820,1232,0,9/30/2010
6423,267581,64683,167452,5113,175978,0,1933,0,29118,7210,48,0,9/30/2010
6424,177485,374284,352947,,61476,13232,5164,,,,,0,9/30/2010
6425,681321,37130,435755,5554,501182,0,370,0,64178,15564,2909,0,9/30/2010
6426,320690,108778,164529,4176,220590,0,0,0,35518,8475,1173,0,9/30/2010
6427,101193,31065,46687,2784,55426,0,238,0,11330,3405,215,0,9/30/2010
6428,62250,14607,37019,320,36669,0,63,0,9400,1337,681,0,9/30/2010
6429,9232949,633642,6861948,51354,3408322,0,8397,314,1503832,122293,98122,0,9/30/2010
6430,86895,32151,40896,546,56355,0,0,0,13505,2280,260,0,9/30/2010
6431,354912,18152,238971,1279,174862,0,0,0,35247,4300,2637,0,9/30/2010
6432,254589,34794,164604,3915,184292,0,443,0,26551,4744,798,0,9/30/2010
6433,96558,19311,66752,301,49578,0,140,45,9158,1837,376,0,9/30/2010
6434,267069,64733,177243,3240,229266,0,0,0,21815,6829,1127,0,9/30/2010
6435,454947,14604,359737,8084,308715,0,13757,0,46076,5715,-1557,0,9/30/2010
6436,33863,11134,17314,77,13945,0,0,0,5278,786,173,0,9/30/2010
6437,163278,39331,85600,1390,133707,0,50,0,13447,5996,270,0,9/30/2010
6438,753683,71718,498597,17063,506267,0,400,0,79030,17654,-980,0,9/30/2010
6439,181912,41800,110948,1564,137990,0,562,0,20981,4765,1229,0,9/30/2010
6440,209369,29081,111852,12026,172970,0,13976,0,15218,3994,-7039,0,9/30/2010
6441,183869,56258,107232,2323,124431,0,569,0,17089,5809,-514,0,9/30/2010
6442,344986,18607,275794,4228,276693,0,0,0,37702,5902,4905,0,9/30/2010
6443,202217,2640,178158,5403,187134,0,2831,0,20674,6451,1278,0,9/30/2010
6444,891414,79693,689668,15249,553760,0,6049,0,112475,25917,-6585,0,9/30/2010
6445,107591,4577,75133,614,85135,0,0,0,9735,7198,1382,0,9/30/2010
6446,163502,45404,87107,1345,112991,0,1086,328,19135,3394,914,0,9/30/2010
6447,501524,68837,378707,7388,376713,0,3266,0,48426,13135,1385,0,9/30/2010
6448,76508,21105,43479,841,43182,0,342,326,8574,1841,658,0,9/30/2010
6449,26318,8789,14835,866,18924,0,381,0,2669,1195,-612,0,9/30/2010
6450,19933,9511,8403,263,10003,0,38,0,2003,579,-784,0,9/30/2010
